disease,integration type,experiment,threshold,features,accuracy,train instances,test instances,total_instances
Adenocarcinoma,single,GDS3257,10,10,96.875,11,96,107
Adenocarcinoma,single,GDS3257,10,20,96.875,11,96,107
Adenocarcinoma,single,GDS3257,10,30,96.875,11,96,107
Adenocarcinoma,single,GDS3257,10,40,97.9167,11,96,107
Adenocarcinoma,single,GDS3257,10,50,98.9583,11,96,107
Adenocarcinoma,single,GDS3257,10,60,98.9583,11,96,107
Adenocarcinoma,single,GDS3257,10,70,98.9583,11,96,107
Adenocarcinoma,single,GDS3257,10,80,97.9167,11,96,107
Adenocarcinoma,single,GDS3257,10,90,97.9167,11,96,107
Adenocarcinoma,single,GDS3510,10,10,66.6667,1,3,4
Adenocarcinoma,single,GDS3510,10,20,100,1,3,4
Adenocarcinoma,single,GDS3510,10,30,100,1,3,4
Adenocarcinoma,single,GDS3510,10,40,100,1,3,4
Adenocarcinoma,single,GDS3510,10,50,100,1,3,4
Adenocarcinoma,single,GDS3510,10,60,100,1,3,4
Adenocarcinoma,single,GDS3510,10,70,100,1,3,4
Adenocarcinoma,single,GDS3510,10,80,100,1,3,4
Adenocarcinoma,single,GDS3510,10,90,100,1,3,4
Adenocarcinoma,single,GDS3592,10,10,85.7143,3,21,24
Adenocarcinoma,single,GDS3592,10,20,85.7143,3,21,24
Adenocarcinoma,single,GDS3592,10,30,90.4762,3,21,24
Adenocarcinoma,single,GDS3592,10,40,95.2381,3,21,24
Adenocarcinoma,single,GDS3592,10,50,95.2381,3,21,24
Adenocarcinoma,single,GDS3592,10,60,95.2381,3,21,24
Adenocarcinoma,single,GDS3592,10,70,95.2381,3,21,24
Adenocarcinoma,single,GDS3592,10,80,95.2381,3,21,24
Adenocarcinoma,single,GDS3592,10,90,95.2381,3,21,24
Adenocarcinoma,single,GDS3610,10,10,92,3,25,28
Adenocarcinoma,single,GDS3610,10,20,92,3,25,28
Adenocarcinoma,single,GDS3610,10,30,92,3,25,28
Adenocarcinoma,single,GDS3610,10,40,92,3,25,28
Adenocarcinoma,single,GDS3610,10,50,92,3,25,28
Adenocarcinoma,single,GDS3610,10,60,92,3,25,28
Adenocarcinoma,single,GDS3610,10,70,92,3,25,28
Adenocarcinoma,single,GDS3610,10,80,92,3,25,28
Adenocarcinoma,single,GDS3610,10,90,92,3,25,28
Adenocarcinoma,single,GDS3257,20,10,96.4706,22,85,107
Adenocarcinoma,single,GDS3257,20,20,97.6471,22,85,107
Adenocarcinoma,single,GDS3257,20,30,97.6471,22,85,107
Adenocarcinoma,single,GDS3257,20,40,97.6471,22,85,107
Adenocarcinoma,single,GDS3257,20,50,98.8235,22,85,107
Adenocarcinoma,single,GDS3257,20,60,98.8235,22,85,107
Adenocarcinoma,single,GDS3257,20,70,98.8235,22,85,107
Adenocarcinoma,single,GDS3257,20,80,97.6471,22,85,107
Adenocarcinoma,single,GDS3257,20,90,97.6471,22,85,107
Adenocarcinoma,single,GDS3510,20,10,66.6667,1,3,4
Adenocarcinoma,single,GDS3510,20,20,100,1,3,4
Adenocarcinoma,single,GDS3510,20,30,100,1,3,4
Adenocarcinoma,single,GDS3510,20,40,100,1,3,4
Adenocarcinoma,single,GDS3510,20,50,100,1,3,4
Adenocarcinoma,single,GDS3510,20,60,100,1,3,4
Adenocarcinoma,single,GDS3510,20,70,100,1,3,4
Adenocarcinoma,single,GDS3510,20,80,100,1,3,4
Adenocarcinoma,single,GDS3510,20,90,100,1,3,4
Adenocarcinoma,single,GDS3592,20,10,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,20,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,30,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,40,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,50,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,60,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,70,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,80,94.7368,5,19,24
Adenocarcinoma,single,GDS3592,20,90,94.7368,5,19,24
Adenocarcinoma,single,GDS3610,20,10,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,20,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,30,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,40,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,50,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,60,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,70,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,80,90.9091,6,22,28
Adenocarcinoma,single,GDS3610,20,90,90.9091,6,22,28
Adenocarcinoma,single,GDS3257,30,10,98.6486,33,74,107
Adenocarcinoma,single,GDS3257,30,20,100,33,74,107
Adenocarcinoma,single,GDS3257,30,30,100,33,74,107
Adenocarcinoma,single,GDS3257,30,40,100,33,74,107
Adenocarcinoma,single,GDS3257,30,50,100,33,74,107
Adenocarcinoma,single,GDS3257,30,60,100,33,74,107
Adenocarcinoma,single,GDS3257,30,70,100,33,74,107
Adenocarcinoma,single,GDS3257,30,80,100,33,74,107
Adenocarcinoma,single,GDS3257,30,90,100,33,74,107
Adenocarcinoma,single,GDS3510,30,10,100,2,2,4
Adenocarcinoma,single,GDS3510,30,20,100,2,2,4
Adenocarcinoma,single,GDS3510,30,30,100,2,2,4
Adenocarcinoma,single,GDS3510,30,40,100,2,2,4
Adenocarcinoma,single,GDS3510,30,50,100,2,2,4
Adenocarcinoma,single,GDS3510,30,60,100,2,2,4
Adenocarcinoma,single,GDS3510,30,70,100,2,2,4
Adenocarcinoma,single,GDS3510,30,80,100,2,2,4
Adenocarcinoma,single,GDS3510,30,90,100,2,2,4
Adenocarcinoma,single,GDS3592,30,10,100,8,16,24
Adenocarcinoma,single,GDS3592,30,20,100,8,16,24
Adenocarcinoma,single,GDS3592,30,30,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,40,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,50,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,60,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,70,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,80,93.75,8,16,24
Adenocarcinoma,single,GDS3592,30,90,93.75,8,16,24
Adenocarcinoma,single,GDS3610,30,10,89.4737,9,19,28
Adenocarcinoma,single,GDS3610,30,20,89.4737,9,19,28
Adenocarcinoma,single,GDS3610,30,30,89.4737,9,19,28
Adenocarcinoma,single,GDS3610,30,40,89.4737,9,19,28
Adenocarcinoma,single,GDS3610,30,50,84.2105,9,19,28
Adenocarcinoma,single,GDS3610,30,60,84.2105,9,19,28
Adenocarcinoma,single,GDS3610,30,70,84.2105,9,19,28
Adenocarcinoma,single,GDS3610,30,80,84.2105,9,19,28
Adenocarcinoma,single,GDS3610,30,90,84.2105,9,19,28
Adenocarcinoma,single,GDS3257,40,10,100,43,64,107
Adenocarcinoma,single,GDS3257,40,20,100,43,64,107
Adenocarcinoma,single,GDS3257,40,30,100,43,64,107
Adenocarcinoma,single,GDS3257,40,40,100,43,64,107
Adenocarcinoma,single,GDS3257,40,50,100,43,64,107
Adenocarcinoma,single,GDS3257,40,60,100,43,64,107
Adenocarcinoma,single,GDS3257,40,70,100,43,64,107
Adenocarcinoma,single,GDS3257,40,80,100,43,64,107
Adenocarcinoma,single,GDS3257,40,90,100,43,64,107
Adenocarcinoma,single,GDS3510,40,10,100,2,2,4
Adenocarcinoma,single,GDS3510,40,20,100,2,2,4
Adenocarcinoma,single,GDS3510,40,30,100,2,2,4
Adenocarcinoma,single,GDS3510,40,40,100,2,2,4
Adenocarcinoma,single,GDS3510,40,50,100,2,2,4
Adenocarcinoma,single,GDS3510,40,60,100,2,2,4
Adenocarcinoma,single,GDS3510,40,70,100,2,2,4
Adenocarcinoma,single,GDS3510,40,80,100,2,2,4
Adenocarcinoma,single,GDS3510,40,90,100,2,2,4
Adenocarcinoma,single,GDS3592,40,10,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,20,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,30,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,40,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,50,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,60,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,70,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,80,92.8571,10,14,24
Adenocarcinoma,single,GDS3592,40,90,92.8571,10,14,24
Adenocarcinoma,single,GDS3610,40,10,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,20,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,30,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,40,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,50,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,60,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,70,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,80,87.5,12,16,28
Adenocarcinoma,single,GDS3610,40,90,87.5,12,16,28
Adenocarcinoma,single,GDS3257,50,10,100,54,53,107
Adenocarcinoma,single,GDS3257,50,20,100,54,53,107
Adenocarcinoma,single,GDS3257,50,30,100,54,53,107
Adenocarcinoma,single,GDS3257,50,40,100,54,53,107
Adenocarcinoma,single,GDS3257,50,50,100,54,53,107
Adenocarcinoma,single,GDS3257,50,60,100,54,53,107
Adenocarcinoma,single,GDS3257,50,70,100,54,53,107
Adenocarcinoma,single,GDS3257,50,80,100,54,53,107
Adenocarcinoma,single,GDS3257,50,90,100,54,53,107
Adenocarcinoma,single,GDS3510,50,10,100,2,2,4
Adenocarcinoma,single,GDS3510,50,20,100,2,2,4
Adenocarcinoma,single,GDS3510,50,30,100,2,2,4
Adenocarcinoma,single,GDS3510,50,40,100,2,2,4
Adenocarcinoma,single,GDS3510,50,50,100,2,2,4
Adenocarcinoma,single,GDS3510,50,60,100,2,2,4
Adenocarcinoma,single,GDS3510,50,70,100,2,2,4
Adenocarcinoma,single,GDS3510,50,80,100,2,2,4
Adenocarcinoma,single,GDS3510,50,90,100,2,2,4
Adenocarcinoma,single,GDS3592,50,10,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,20,100,12,12,24
Adenocarcinoma,single,GDS3592,50,30,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,40,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,50,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,60,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,70,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,80,91.6667,12,12,24
Adenocarcinoma,single,GDS3592,50,90,91.6667,12,12,24
Adenocarcinoma,single,GDS3610,50,10,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,20,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,30,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,40,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,50,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,60,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,70,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,80,85.7143,14,14,28
Adenocarcinoma,single,GDS3610,50,90,85.7143,14,14,28
Adenocarcinoma,single,GDS3257,60,10,100,65,42,107
Adenocarcinoma,single,GDS3257,60,20,100,65,42,107
Adenocarcinoma,single,GDS3257,60,30,100,65,42,107
Adenocarcinoma,single,GDS3257,60,40,100,65,42,107
Adenocarcinoma,single,GDS3257,60,50,100,65,42,107
Adenocarcinoma,single,GDS3257,60,60,100,65,42,107
Adenocarcinoma,single,GDS3257,60,70,100,65,42,107
Adenocarcinoma,single,GDS3257,60,80,100,65,42,107
Adenocarcinoma,single,GDS3257,60,90,100,65,42,107
Adenocarcinoma,single,GDS3510,60,10,100,3,1,4
Adenocarcinoma,single,GDS3510,60,20,100,3,1,4
Adenocarcinoma,single,GDS3510,60,30,100,3,1,4
Adenocarcinoma,single,GDS3510,60,40,100,3,1,4
Adenocarcinoma,single,GDS3510,60,50,100,3,1,4
Adenocarcinoma,single,GDS3510,60,60,100,3,1,4
Adenocarcinoma,single,GDS3510,60,70,100,3,1,4
Adenocarcinoma,single,GDS3510,60,80,100,3,1,4
Adenocarcinoma,single,GDS3510,60,90,100,3,1,4
Adenocarcinoma,single,GDS3592,60,10,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,20,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,30,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,40,100,15,9,24
Adenocarcinoma,single,GDS3592,60,50,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,60,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,70,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,80,88.8889,15,9,24
Adenocarcinoma,single,GDS3592,60,90,88.8889,15,9,24
Adenocarcinoma,single,GDS3610,60,10,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,20,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,30,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,40,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,50,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,60,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,70,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,80,81.8182,17,11,28
Adenocarcinoma,single,GDS3610,60,90,81.8182,17,11,28
Adenocarcinoma,single,GDS3257,70,10,100,75,32,107
Adenocarcinoma,single,GDS3257,70,20,100,75,32,107
Adenocarcinoma,single,GDS3257,70,30,100,75,32,107
Adenocarcinoma,single,GDS3257,70,40,100,75,32,107
Adenocarcinoma,single,GDS3257,70,50,100,75,32,107
Adenocarcinoma,single,GDS3257,70,60,96.875,75,32,107
Adenocarcinoma,single,GDS3257,70,70,100,75,32,107
Adenocarcinoma,single,GDS3257,70,80,100,75,32,107
Adenocarcinoma,single,GDS3257,70,90,100,75,32,107
Adenocarcinoma,single,GDS3510,70,10,100,3,1,4
Adenocarcinoma,single,GDS3510,70,20,100,3,1,4
Adenocarcinoma,single,GDS3510,70,30,100,3,1,4
Adenocarcinoma,single,GDS3510,70,40,100,3,1,4
Adenocarcinoma,single,GDS3510,70,50,100,3,1,4
Adenocarcinoma,single,GDS3510,70,60,100,3,1,4
Adenocarcinoma,single,GDS3510,70,70,100,3,1,4
Adenocarcinoma,single,GDS3510,70,80,100,3,1,4
Adenocarcinoma,single,GDS3510,70,90,100,3,1,4
Adenocarcinoma,single,GDS3592,70,10,100,17,7,24
Adenocarcinoma,single,GDS3592,70,20,100,17,7,24
Adenocarcinoma,single,GDS3592,70,30,100,17,7,24
Adenocarcinoma,single,GDS3592,70,40,100,17,7,24
Adenocarcinoma,single,GDS3592,70,50,100,17,7,24
Adenocarcinoma,single,GDS3592,70,60,100,17,7,24
Adenocarcinoma,single,GDS3592,70,70,100,17,7,24
Adenocarcinoma,single,GDS3592,70,80,100,17,7,24
Adenocarcinoma,single,GDS3592,70,90,100,17,7,24
Adenocarcinoma,single,GDS3610,70,10,75,20,8,28
Adenocarcinoma,single,GDS3610,70,20,75,20,8,28
Adenocarcinoma,single,GDS3610,70,30,75,20,8,28
Adenocarcinoma,single,GDS3610,70,40,75,20,8,28
Adenocarcinoma,single,GDS3610,70,50,75,20,8,28
Adenocarcinoma,single,GDS3610,70,60,75,20,8,28
Adenocarcinoma,single,GDS3610,70,70,75,20,8,28
Adenocarcinoma,single,GDS3610,70,80,75,20,8,28
Adenocarcinoma,single,GDS3610,70,90,75,20,8,28
Adenocarcinoma,single,GDS3257,80,10,100,86,21,107
Adenocarcinoma,single,GDS3257,80,20,100,86,21,107
Adenocarcinoma,single,GDS3257,80,30,100,86,21,107
Adenocarcinoma,single,GDS3257,80,40,100,86,21,107
Adenocarcinoma,single,GDS3257,80,50,100,86,21,107
Adenocarcinoma,single,GDS3257,80,60,100,86,21,107
Adenocarcinoma,single,GDS3257,80,70,100,86,21,107
Adenocarcinoma,single,GDS3257,80,80,100,86,21,107
Adenocarcinoma,single,GDS3257,80,90,100,86,21,107
Adenocarcinoma,single,GDS3510,80,10,0,4,0,4
Adenocarcinoma,single,GDS3510,80,20,0,4,0,4
Adenocarcinoma,single,GDS3510,80,30,0,4,0,4
Adenocarcinoma,single,GDS3510,80,40,0,4,0,4
Adenocarcinoma,single,GDS3510,80,50,0,4,0,4
Adenocarcinoma,single,GDS3510,80,60,0,4,0,4
Adenocarcinoma,single,GDS3510,80,70,0,4,0,4
Adenocarcinoma,single,GDS3510,80,80,0,4,0,4
Adenocarcinoma,single,GDS3510,80,90,0,4,0,4
Adenocarcinoma,single,GDS3592,80,10,100,20,4,24
Adenocarcinoma,single,GDS3592,80,20,100,20,4,24
Adenocarcinoma,single,GDS3592,80,30,100,20,4,24
Adenocarcinoma,single,GDS3592,80,40,100,20,4,24
Adenocarcinoma,single,GDS3592,80,50,100,20,4,24
Adenocarcinoma,single,GDS3592,80,60,100,20,4,24
Adenocarcinoma,single,GDS3592,80,70,100,20,4,24
Adenocarcinoma,single,GDS3592,80,80,100,20,4,24
Adenocarcinoma,single,GDS3592,80,90,100,20,4,24
Adenocarcinoma,single,GDS3610,80,10,80,23,5,28
Adenocarcinoma,single,GDS3610,80,20,80,23,5,28
Adenocarcinoma,single,GDS3610,80,30,80,23,5,28
Adenocarcinoma,single,GDS3610,80,40,80,23,5,28
Adenocarcinoma,single,GDS3610,80,50,80,23,5,28
Adenocarcinoma,single,GDS3610,80,60,80,23,5,28
Adenocarcinoma,single,GDS3610,80,70,80,23,5,28
Adenocarcinoma,single,GDS3610,80,80,80,23,5,28
Adenocarcinoma,single,GDS3610,80,90,80,23,5,28
Adenocarcinoma,single,GDS3257,90,10,100,97,10,107
Adenocarcinoma,single,GDS3257,90,20,100,97,10,107
Adenocarcinoma,single,GDS3257,90,30,100,97,10,107
Adenocarcinoma,single,GDS3257,90,40,100,97,10,107
Adenocarcinoma,single,GDS3257,90,50,100,97,10,107
Adenocarcinoma,single,GDS3257,90,60,100,97,10,107
Adenocarcinoma,single,GDS3257,90,70,100,97,10,107
Adenocarcinoma,single,GDS3257,90,80,100,97,10,107
Adenocarcinoma,single,GDS3257,90,90,100,97,10,107
Adenocarcinoma,single,GDS3510,90,10,0,4,0,4
Adenocarcinoma,single,GDS3510,90,20,0,4,0,4
Adenocarcinoma,single,GDS3510,90,30,0,4,0,4
Adenocarcinoma,single,GDS3510,90,40,0,4,0,4
Adenocarcinoma,single,GDS3510,90,50,0,4,0,4
Adenocarcinoma,single,GDS3510,90,60,0,4,0,4
Adenocarcinoma,single,GDS3510,90,70,0,4,0,4
Adenocarcinoma,single,GDS3510,90,80,0,4,0,4
Adenocarcinoma,single,GDS3510,90,90,0,4,0,4
Adenocarcinoma,single,GDS3592,90,10,100,22,2,24
Adenocarcinoma,single,GDS3592,90,20,100,22,2,24
Adenocarcinoma,single,GDS3592,90,30,100,22,2,24
Adenocarcinoma,single,GDS3592,90,40,100,22,2,24
Adenocarcinoma,single,GDS3592,90,50,100,22,2,24
Adenocarcinoma,single,GDS3592,90,60,100,22,2,24
Adenocarcinoma,single,GDS3592,90,70,100,22,2,24
Adenocarcinoma,single,GDS3592,90,80,100,22,2,24
Adenocarcinoma,single,GDS3592,90,90,100,22,2,24
Adenocarcinoma,single,GDS3610,90,10,100,26,2,28
Adenocarcinoma,single,GDS3610,90,20,100,26,2,28
Adenocarcinoma,single,GDS3610,90,30,100,26,2,28
Adenocarcinoma,single,GDS3610,90,40,100,26,2,28
Adenocarcinoma,single,GDS3610,90,50,100,26,2,28
Adenocarcinoma,single,GDS3610,90,60,100,26,2,28
Adenocarcinoma,single,GDS3610,90,70,100,26,2,28
Adenocarcinoma,single,GDS3610,90,80,100,26,2,28
Adenocarcinoma,single,GDS3610,90,90,100,26,2,28
Adenocarcinoma,multi,GDS3257,10,10,47.9167,67,96,163
Adenocarcinoma,multi,GDS3257,10,20,47.9167,67,96,163
Adenocarcinoma,multi,GDS3257,10,30,47.9167,67,96,163
Adenocarcinoma,multi,GDS3257,10,40,45.8333,67,96,163
Adenocarcinoma,multi,GDS3257,10,50,45.8333,67,96,163
Adenocarcinoma,multi,GDS3257,10,60,45.8333,67,96,163
Adenocarcinoma,multi,GDS3257,10,70,45.8333,67,96,163
Adenocarcinoma,multi,GDS3257,10,80,45.8333,67,96,163
Adenocarcinoma,multi,GDS3257,10,90,45.8333,67,96,163
Adenocarcinoma,multi,GDS3510,10,10,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,10,20,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,10,30,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,10,40,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,10,50,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,10,60,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,10,70,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,10,80,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,10,90,33.3333,160,3,163
Adenocarcinoma,multi,GDS3592,10,10,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,20,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,30,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,40,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,50,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,60,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,70,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,80,52.381,142,21,163
Adenocarcinoma,multi,GDS3592,10,90,52.381,142,21,163
Adenocarcinoma,multi,GDS3610,10,10,72,138,25,163
Adenocarcinoma,multi,GDS3610,10,20,88,138,25,163
Adenocarcinoma,multi,GDS3610,10,30,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,40,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,50,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,60,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,70,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,80,92,138,25,163
Adenocarcinoma,multi,GDS3610,10,90,92,138,25,163
Adenocarcinoma,multi,GDS3257,20,10,88.2353,78,85,163
Adenocarcinoma,multi,GDS3257,20,20,82.3529,78,85,163
Adenocarcinoma,multi,GDS3257,20,30,75.2941,78,85,163
Adenocarcinoma,multi,GDS3257,20,40,61.1765,78,85,163
Adenocarcinoma,multi,GDS3257,20,50,55.2941,78,85,163
Adenocarcinoma,multi,GDS3257,20,60,51.7647,78,85,163
Adenocarcinoma,multi,GDS3257,20,70,52.9412,78,85,163
Adenocarcinoma,multi,GDS3257,20,80,48.2353,78,85,163
Adenocarcinoma,multi,GDS3257,20,90,47.0588,78,85,163
Adenocarcinoma,multi,GDS3510,20,10,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,20,20,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,20,30,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,20,40,66.6667,160,3,163
Adenocarcinoma,multi,GDS3510,20,50,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,20,60,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,20,70,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,20,80,33.3333,160,3,163
Adenocarcinoma,multi,GDS3510,20,90,33.3333,160,3,163
Adenocarcinoma,multi,GDS3592,20,10,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,20,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,30,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,40,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,50,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,60,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,70,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,80,52.6316,144,19,163
Adenocarcinoma,multi,GDS3592,20,90,52.6316,144,19,163
Adenocarcinoma,multi,GDS3610,20,10,77.2727,141,22,163
Adenocarcinoma,multi,GDS3610,20,20,86.3636,141,22,163
Adenocarcinoma,multi,GDS3610,20,30,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,40,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,50,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,60,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,70,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,80,90.9091,141,22,163
Adenocarcinoma,multi,GDS3610,20,90,90.9091,141,22,163
Adenocarcinoma,multi,GDS3257,30,10,93.2432,89,74,163
Adenocarcinoma,multi,GDS3257,30,20,82.4324,89,74,163
Adenocarcinoma,multi,GDS3257,30,30,81.0811,89,74,163
Adenocarcinoma,multi,GDS3257,30,40,77.027,89,74,163
Adenocarcinoma,multi,GDS3257,30,50,68.9189,89,74,163
Adenocarcinoma,multi,GDS3257,30,60,66.2162,89,74,163
Adenocarcinoma,multi,GDS3257,30,70,66.2162,89,74,163
Adenocarcinoma,multi,GDS3257,30,80,64.8649,89,74,163
Adenocarcinoma,multi,GDS3257,30,90,64.8649,89,74,163
Adenocarcinoma,multi,GDS3510,30,10,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,20,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,30,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,40,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,50,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,60,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,70,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,80,50,161,2,163
Adenocarcinoma,multi,GDS3510,30,90,50,161,2,163
Adenocarcinoma,multi,GDS3592,30,10,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,20,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,30,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,40,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,50,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,60,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,70,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,80,50,147,16,163
Adenocarcinoma,multi,GDS3592,30,90,50,147,16,163
Adenocarcinoma,multi,GDS3610,30,10,78.9474,144,19,163
Adenocarcinoma,multi,GDS3610,30,20,84.2105,144,19,163
Adenocarcinoma,multi,GDS3610,30,30,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,40,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,50,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,60,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,70,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,80,89.4737,144,19,163
Adenocarcinoma,multi,GDS3610,30,90,89.4737,144,19,163
Adenocarcinoma,multi,GDS3257,40,10,95.3125,99,64,163
Adenocarcinoma,multi,GDS3257,40,20,95.3125,99,64,163
Adenocarcinoma,multi,GDS3257,40,30,93.75,99,64,163
Adenocarcinoma,multi,GDS3257,40,40,85.9375,99,64,163
Adenocarcinoma,multi,GDS3257,40,50,82.8125,99,64,163
Adenocarcinoma,multi,GDS3257,40,60,78.125,99,64,163
Adenocarcinoma,multi,GDS3257,40,70,78.125,99,64,163
Adenocarcinoma,multi,GDS3257,40,80,75,99,64,163
Adenocarcinoma,multi,GDS3257,40,90,76.5625,99,64,163
Adenocarcinoma,multi,GDS3510,40,10,50,161,2,163
