disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances
Aneurysm,multi,GDS731,40,1000,0,6,2,8
Aneurysm,multi,GDS731,40,1100,0,6,2,8
Aneurysm,multi,GDS731,40,1200,0,6,2,8
Aneurysm,multi,GDS731,40,1300,0,6,2,8
Aneurysm,multi,GDS731,40,1400,0,6,2,8
Aneurysm,multi,GDS2838,50,100,0,6,2,8
Aneurysm,multi,GDS2838,50,200,0,6,2,8
Aneurysm,multi,GDS2838,50,300,0,6,2,8
Aneurysm,multi,GDS2838,50,400,0,6,2,8
Aneurysm,multi,GDS2838,50,500,100,6,2,8
Aneurysm,multi,GDS2838,50,600,100,6,2,8
Aneurysm,multi,GDS2838,50,700,100,6,2,8
Aneurysm,multi,GDS2838,50,800,100,6,2,8
Aneurysm,multi,GDS2838,50,900,100,6,2,8
Aneurysm,multi,GDS2838,50,1000,100,6,2,8
Aneurysm,multi,GDS2838,50,1100,100,6,2,8
Aneurysm,multi,GDS2838,50,1200,100,6,2,8
Aneurysm,multi,GDS2838,50,1300,100,6,2,8
Aneurysm,multi,GDS2838,50,1400,100,6,2,8
Aneurysm,multi,GDS731,50,100,50,6,2,8
Aneurysm,multi,GDS731,50,200,50,6,2,8
Aneurysm,multi,GDS731,50,300,50,6,2,8
Aneurysm,multi,GDS731,50,400,50,6,2,8
Aneurysm,multi,GDS731,50,500,50,6,2,8
Aneurysm,multi,GDS731,50,600,50,6,2,8
Aneurysm,multi,GDS731,50,700,50,6,2,8
Aneurysm,multi,GDS731,50,800,50,6,2,8
Aneurysm,multi,GDS731,50,900,50,6,2,8
Aneurysm,multi,GDS731,50,1000,50,6,2,8
Aneurysm,multi,GDS731,50,1100,50,6,2,8
Aneurysm,multi,GDS731,50,1200,50,6,2,8
Aneurysm,multi,GDS731,50,1300,50,6,2,8
Aneurysm,multi,GDS731,50,1400,50,6,2,8
Aneurysm,multi,GDS2838,60,100,100,7,1,8
Aneurysm,multi,GDS2838,60,200,0,7,1,8
Aneurysm,multi,GDS2838,60,300,0,7,1,8
Aneurysm,multi,GDS2838,60,400,0,7,1,8
Aneurysm,multi,GDS2838,60,500,0,7,1,8
Aneurysm,multi,GDS2838,60,600,0,7,1,8
Aneurysm,multi,GDS2838,60,700,0,7,1,8
Aneurysm,multi,GDS2838,60,800,0,7,1,8
Aneurysm,multi,GDS2838,60,900,0,7,1,8
Aneurysm,multi,GDS2838,60,1000,0,7,1,8
Aneurysm,multi,GDS2838,60,1100,0,7,1,8
Aneurysm,multi,GDS2838,60,1200,0,7,1,8
Aneurysm,multi,GDS2838,60,1300,0,7,1,8
Aneurysm,multi,GDS2838,60,1400,0,7,1,8
Aneurysm,multi,GDS731,60,100,0,7,1,8
Aneurysm,multi,GDS731,60,200,0,7,1,8
Aneurysm,multi,GDS731,60,300,0,7,1,8
Aneurysm,multi,GDS731,60,400,0,7,1,8
Aneurysm,multi,GDS731,60,500,0,7,1,8
Aneurysm,multi,GDS731,60,600,0,7,1,8
Aneurysm,multi,GDS731,60,700,0,7,1,8
Aneurysm,multi,GDS731,60,800,0,7,1,8
Aneurysm,multi,GDS731,60,900,0,7,1,8
Aneurysm,multi,GDS731,60,1000,0,7,1,8
Aneurysm,multi,GDS731,60,1100,0,7,1,8
Aneurysm,multi,GDS731,60,1200,0,7,1,8
Aneurysm,multi,GDS731,60,1300,0,7,1,8
Aneurysm,multi,GDS731,60,1400,0,7,1,8
Aneurysm,multi,GDS2838,70,100,100,7,1,8
Aneurysm,multi,GDS2838,70,200,0,7,1,8
Aneurysm,multi,GDS2838,70,300,0,7,1,8
Aneurysm,multi,GDS2838,70,400,0,7,1,8
Aneurysm,multi,GDS2838,70,500,0,7,1,8
Aneurysm,multi,GDS2838,70,600,0,7,1,8
Aneurysm,multi,GDS2838,70,700,0,7,1,8
Aneurysm,multi,GDS2838,70,800,0,7,1,8
Aneurysm,multi,GDS2838,70,900,0,7,1,8
Aneurysm,multi,GDS2838,70,1000,0,7,1,8
Aneurysm,multi,GDS2838,70,1100,0,7,1,8
Aneurysm,multi,GDS2838,70,1200,0,7,1,8
Aneurysm,multi,GDS2838,70,1300,0,7,1,8
Aneurysm,multi,GDS2838,70,1400,0,7,1,8
Aneurysm,multi,GDS731,70,100,0,7,1,8
Aneurysm,multi,GDS731,70,200,0,7,1,8
Aneurysm,multi,GDS731,70,300,0,7,1,8
Aneurysm,multi,GDS731,70,400,0,7,1,8
Aneurysm,multi,GDS731,70,500,0,7,1,8
Aneurysm,multi,GDS731,70,600,0,7,1,8
Aneurysm,multi,GDS731,70,700,0,7,1,8
Aneurysm,multi,GDS731,70,800,0,7,1,8
Aneurysm,multi,GDS731,70,900,0,7,1,8
Aneurysm,multi,GDS731,70,1000,0,7,1,8
Aneurysm,multi,GDS731,70,1100,0,7,1,8
Aneurysm,multi,GDS731,70,1200,0,7,1,8
Aneurysm,multi,GDS731,70,1300,0,7,1,8
Aneurysm,multi,GDS731,70,1400,0,7,1,8
Aneurysm,multi,GDS2838,80,100,0,8,0,8
Aneurysm,multi,GDS2838,80,200,0,8,0,8
Aneurysm,multi,GDS2838,80,300,0,8,0,8
Aneurysm,multi,GDS2838,80,400,0,8,0,8
Aneurysm,multi,GDS2838,80,500,0,8,0,8
Aneurysm,multi,GDS2838,80,600,0,8,0,8
Aneurysm,multi,GDS2838,80,700,0,8,0,8
Aneurysm,multi,GDS2838,80,800,0,8,0,8
Aneurysm,multi,GDS2838,80,900,0,8,0,8
Aneurysm,multi,GDS2838,80,1000,0,8,0,8
Aneurysm,multi,GDS2838,80,1100,0,8,0,8
Aneurysm,multi,GDS2838,80,1200,0,8,0,8
Aneurysm,multi,GDS2838,80,1300,0,8,0,8
Aneurysm,multi,GDS2838,80,1400,0,8,0,8
Aneurysm,multi,GDS731,80,100,0,8,0,8
Aneurysm,multi,GDS731,80,200,0,8,0,8
Aneurysm,multi,GDS731,80,300,0,8,0,8
Aneurysm,multi,GDS731,80,400,0,8,0,8
Aneurysm,multi,GDS731,80,500,0,8,0,8
Aneurysm,multi,GDS731,80,600,0,8,0,8
Aneurysm,multi,GDS731,80,700,0,8,0,8
Aneurysm,multi,GDS731,80,800,0,8,0,8
Aneurysm,multi,GDS731,80,900,0,8,0,8
Aneurysm,multi,GDS731,80,1000,0,8,0,8
Aneurysm,multi,GDS731,80,1100,0,8,0,8
Aneurysm,multi,GDS731,80,1200,0,8,0,8
Aneurysm,multi,GDS731,80,1300,0,8,0,8
Aneurysm,multi,GDS731,80,1400,0,8,0,8
Aneurysm,multi,GDS2838,90,100,0,8,0,8
Aneurysm,multi,GDS2838,90,200,0,8,0,8
Aneurysm,multi,GDS2838,90,300,0,8,0,8
Aneurysm,multi,GDS2838,90,400,0,8,0,8
Aneurysm,multi,GDS2838,90,500,0,8,0,8
Aneurysm,multi,GDS2838,90,600,0,8,0,8
Aneurysm,multi,GDS2838,90,700,0,8,0,8
Aneurysm,multi,GDS2838,90,800,0,8,0,8
Aneurysm,multi,GDS2838,90,900,0,8,0,8
Aneurysm,multi,GDS2838,90,1000,0,8,0,8
Aneurysm,multi,GDS2838,90,1100,0,8,0,8
Aneurysm,multi,GDS2838,90,1200,0,8,0,8
Aneurysm,multi,GDS2838,90,1300,0,8,0,8
Aneurysm,multi,GDS2838,90,1400,0,8,0,8
Aneurysm,multi,GDS731,90,100,0,8,0,8
Aneurysm,multi,GDS731,90,200,0,8,0,8
Aneurysm,multi,GDS731,90,300,0,8,0,8
Aneurysm,multi,GDS731,90,400,0,8,0,8
Aneurysm,multi,GDS731,90,500,0,8,0,8
Aneurysm,multi,GDS731,90,600,0,8,0,8
Aneurysm,multi,GDS731,90,700,0,8,0,8
Aneurysm,multi,GDS731,90,800,0,8,0,8
Aneurysm,multi,GDS731,90,900,0,8,0,8
Aneurysm,multi,GDS731,90,1000,0,8,0,8
Aneurysm,multi,GDS731,90,1100,0,8,0,8
Aneurysm,multi,GDS731,90,1200,0,8,0,8
Aneurysm,multi,GDS731,90,1300,0,8,0,8
Aneurysm,multi,GDS731,90,1400,0,8,0,8
